taxon_id,scientific_name,sp_cat,ax_status,n_shared,n_am_only,n_ax_only,mean_am,mean_ax,cor,mean_am_all,mean_ax_all,delta,jaccard,delta_PA,delta_AT,delta_AK,delta_other,delta_GA,n_shared_PA,n_shared_AT,n_shared_AK,n_shared_other,n_shared_GA
280103,Chaenopsis coheni,fish,absent_in_mask,0,11911,0,NA,NA,NA,19.827,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
273367,Chaetodon xanthurus,fish,absent_in_mask,0,586,0,NA,NA,NA,8.247,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
278644,Champsodon machaeratus,fish,ok,0,4538,3316,NA,NA,NA,18.004,11.789,NA,0,NA,NA,NA,NA,NA,0,NA,0,0,NA
873087,Caristius fasciatus,fish,ok,22600,21629,14022,75.786,60.105,-0.042,77.232,42.625,-15.681,0.388,NA,-17.104,NA,54.838,NA,0,22153,0,447,0
278832,Centropyge colini,fish,ok,558,426,4469,27.02,64.418,0.203,17.003,36.156,37.398,0.102,37.398,NA,NA,NA,NA,558,NA,NA,NA,NA
218185,Cephalopholis leopardus,fish,ok,4690,11525,18264,27.605,21.271,0.189,16.107,9.693,-6.334,0.136,-6.334,NA,NA,NA,NA,4690,NA,NA,NA,NA
278847,Centropyge nox,fish,absent_in_mask,0,16957,0,NA,NA,NA,15.648,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
273356,Chaetodon quadrimaculatus,fish,ok,9542,9830,9479,45.83,41.893,0.387,35.276,28.2,-3.938,0.331,-3.938,NA,NA,NA,NA,9542,NA,NA,NA,NA
272155,Cheilopogon intermedius,fish,ok,2906,2097,7627,28.549,24.965,0.083,23.54,21.926,-3.584,0.23,-3.584,NA,NA,NA,NA,2906,NA,NA,NA,NA
105795,Carcharhinus melanopterus,fish,ok,12668,8819,7524,31.905,28.968,0.469,27.166,20.667,-2.937,0.437,-2.937,NA,NA,NA,NA,12668,NA,NA,NA,NA
274470,Careproctus scottae,fish,ok,63863,13341,16565,54.429,60.619,0.51,49.52,54.667,6.19,0.681,NA,NA,5.607,15.949,NA,0,NA,60260,3603,NA
272768,Cataetyx simus,fish,ok,3704,25139,4944,47.389,61.231,0.339,37.641,46.504,13.842,0.11,13.372,NA,NA,26.255,NA,3569,NA,0,135,NA
217339,Carcharhinus sorrah,fish,absent_in_mask,0,4142,0,NA,NA,NA,10.5,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
105831,Chlamydoselachus anguineus,fish,ok,14688,106053,11294,47.503,43.957,0.549,33.379,31.832,-3.546,0.111,-6.973,-0.671,NA,23.97,NA,9603,4343,0,742,0
277282,Choerodon zamboangae,fish,absent_in_mask,0,682,0,NA,NA,NA,24.62,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
273736,Chromis limbaughi,fish,ok,0,3705,723,NA,NA,NA,5.156,83.3,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA
277839,Cirrhilabrus bathyphilus,fish,absent_in_mask,0,7068,0,NA,NA,NA,18.668,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
280198,Cirriemblemaria lucasana,fish,absent_in_mask,0,11443,0,NA,NA,NA,17.894,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
126337,Coccorella atlantica,fish,ok,268450,24644,8766,93.6,72.192,0.159,86.94,70.675,-21.408,0.889,-30.077,2.419,NA,38.017,5.353,199766,46036,NA,885,21763
280365,Cololabis adoceta,fish,ok,48350,77688,355,86.246,55.286,0.914,74.493,54.961,-30.96,0.383,-30.96,NA,NA,NA,NA,48350,NA,NA,0,NA
218960,Coris gaimard,fish,ok,10445,9763,11303,42.127,32.074,0.406,32.631,19.778,-10.053,0.331,-10.053,NA,NA,NA,NA,10445,NA,NA,NA,NA
280463,Cymbacephalus bosschei,fish,absent_in_mask,0,682,0,NA,NA,NA,29.31,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
276845,Chrysiptera talboti,fish,ok,1646,2456,1648,14.665,17.428,0.146,15.763,12.727,2.763,0.286,2.763,NA,NA,NA,NA,1646,NA,NA,NA,NA
277865,Cirrhilabrus rubrimarginatus,fish,absent_in_mask,0,20133,0,NA,NA,NA,27.982,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
219436,Ctenogobiops crocineus,fish,ok,1794,1358,9804,8.505,9.842,0.023,12.893,5.049,1.336,0.138,1.336,NA,NA,NA,NA,1794,NA,NA,NA,NA
158795,Cyclopsetta fimbriata,fish,ok,27114,1285,5996,68.918,75.679,0.474,67.1,67.029,6.761,0.788,NA,-0.922,NA,23.991,9.702,NA,10348,NA,2114,14652
280470,Dactylagnus mundus,fish,absent_in_mask,0,9891,0,NA,NA,NA,22.052,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA
276397,Dactyloscopus crossotus,fish,ok,5483,3115,4853,59.488,67.109,0.171,52.897,57.756,7.622,0.408,NA,16.353,NA,-11.422,-22.376,NA,4127,NA,424,932
218784,Chrysiptera biocellata,fish,ok,4865,11324,13628,28.593,19.012,0.224,25.247,11.08,-9.581,0.163,-9.581,NA,NA,NA,NA,4865,NA,NA,NA,NA
218855,Cirrhitichthys aprinus,fish,ok,509,7223,4244,2.628,11.521,-0.098,17.937,7.982,8.893,0.043,8.893,NA,NA,NA,NA,509,NA,NA,0,NA
219082,Chlorurus sordidus,fish,absent_in_mask,0,20182,0,NA,NA,NA,32.289,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
276718,Cirripectes chelomatus,fish,absent_in_mask,0,1085,0,NA,NA,NA,14.223,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
273554,Coris dorsomacula,fish,ok,1393,19311,2736,27.171,20.611,0.341,27.488,11.023,-6.559,0.059,-6.559,NA,NA,NA,NA,1393,NA,NA,0,NA
151498,Crenimugil crenilabis,fish,ok,5306,12770,16500,30.405,26.009,0.233,30.481,13.681,-4.396,0.153,-4.396,NA,NA,NA,NA,5306,NA,NA,NA,NA
1043472,Cryptopsilotris batrachodes,fish,ok,3472,1658,7784,46.335,61.156,0.049,42.413,55.822,14.821,0.269,NA,0.939,NA,43.759,57.8,NA,2553,NA,289,630
273680,Cubiceps whiteleggii,fish,absent_in_mask,0,5798,0,NA,NA,NA,12.71,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
159677,Dactyloscopus moorei,fish,ok,17112,301,8328,62.209,91.471,0.454,61.799,78.892,29.263,0.665,NA,28.879,NA,16.37,31.63,NA,4726,NA,1803,10583
304153,Chromis enchrysurus,fish,ok,21854,889,13911,66.023,75.757,0.535,64.609,61.679,9.734,0.596,NA,-2.308,NA,13.94,14.742,NA,6346,NA,1558,13950
279157,Cirrhigaleus barbifer,fish,absent_in_mask,0,10982,0,NA,NA,NA,30.397,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
278326,Cryptocentrus cinctus,fish,ok,1812,1340,6207,8.645,12.068,0.041,12.354,6.834,3.424,0.194,3.424,NA,NA,NA,NA,1812,NA,NA,NA,NA
218158,Dactyloptena orientalis,fish,ok,15675,6355,18658,26.145,26.642,0.474,24.134,16.983,0.496,0.385,0.496,NA,NA,NA,NA,15675,NA,NA,0,NA
218782,Chrysiptera unimaculata,fish,ok,3061,1197,13643,12.756,20.401,0.225,15.256,9.459,7.645,0.171,7.645,NA,NA,NA,NA,3061,NA,NA,NA,NA
218854,Cirrhitichthys falco,fish,ok,2239,5823,3811,36.197,22.98,0.225,24.651,13.522,-13.218,0.189,-13.218,NA,NA,NA,NA,2239,NA,NA,NA,NA
218136,Cociella punctata,fish,ok,3593,2132,7172,13.46,22.528,0.192,13.631,22.713,9.069,0.279,9.069,NA,NA,NA,NA,3593,NA,NA,NA,NA
126846,Coryphaena hippurus,fish,ok,278144,34637,15,89.952,69.932,0.409,84.135,69.931,-20.02,0.889,-26.679,0.139,NA,12.048,-3.886,206326,46157,NA,1843,23818
278447,Corythoichthys polynotatus,fish,absent_in_mask,0,2830,0,NA,NA,NA,6.59,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
278731,Cypselurus comatus,fish,ok,18614,248,19931,35.621,59.854,0.26,35.562,57.179,24.233,0.48,NA,43.298,NA,6.29,7.693,NA,8682,NA,890,9042
217865,Cypselurus naresii,fish,ok,8306,2005,177261,33.045,19.037,-0.281,41.796,9.771,-14.008,0.044,-14.008,NA,NA,NA,NA,8306,NA,NA,NA,NA
273725,Chromis flavicauda,fish,ok,2326,13504,1359,18.302,37.595,0.551,40.069,24.986,19.292,0.135,NA,19.292,NA,NA,NA,NA,2326,NA,0,0
276848,Chrysiptera tricincta,fish,ok,1873,20303,3200,30.135,7.624,0.009,32.092,5.896,-22.511,0.074,-22.511,NA,NA,NA,NA,1873,NA,NA,NA,NA
277860,Cirrhilabrus punctatus,fish,ok,638,21096,354,18.786,11.42,0.339,31.284,10.016,-7.366,0.029,-7.366,NA,NA,NA,NA,638,NA,NA,NA,NA
865808,Ctenotrypauchen chinensis,fish,absent_in_mask,0,682,0,NA,NA,NA,29.31,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
218951,Choerodon schoenleinii,fish,absent_in_mask,0,2079,0,NA,NA,NA,11.542,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
219259,Cirripectes variolosus,fish,ok,5655,12525,18241,33.922,35.958,0.289,34.604,17.854,2.036,0.155,2.036,NA,NA,NA,NA,5655,NA,NA,NA,NA
275691,Citharichthys mariajorisae,fish,absent_in_mask,0,2143,0,NA,NA,NA,10.796,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA
280297,Coelorinchus kermadecus,fish,ok,0,4447,19,NA,NA,NA,19.123,2.905,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
280336,Coelorinchus sereti,fish,absent_in_mask,0,379,0,NA,NA,NA,24.906,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
219262,Cirripectes polyzona,fish,ok,4913,13066,22105,30.013,26.48,0.309,27.836,11.876,-3.533,0.123,-3.533,NA,NA,NA,NA,4913,NA,NA,NA,NA
277972,Cociella hutchinsi,fish,absent_in_mask,0,4887,0,NA,NA,NA,10.99,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
278055,Cosmocampus albirostris,fish,ok,12572,4617,6769,63.393,74.53,0.372,57.289,64.882,11.136,0.525,NA,-15.94,NA,9.421,23.877,NA,3615,NA,1123,7834
278334,Cryptocentrus leptocephalus,fish,absent_in_mask,0,15975,0,NA,NA,NA,20.314,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA
276085,Cynoscion parvipinnis,fish,ok,223,7,4168,6.506,76.823,-0.151,6.808,54.301,70.318,0.051,69.867,NA,NA,79.002,NA,212,NA,NA,11,NA
280465,Cymbacephalus staigeri,fish,absent_in_mask,0,4769,0,NA,NA,NA,15.025,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
219846,Cynoglossus bilineatus,fish,absent_in_mask,0,3100,0,NA,NA,NA,9.843,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
273756,Chromis scotti,fish,ok,14742,1221,17276,60.48,61.547,0.383,58.384,46.159,1.067,0.444,NA,-31.371,NA,14.261,11.37,NA,3611,NA,850,10281
254881,Chrysiptera oxycephala,fish,ok,1757,5,6400,5.297,7.82,0.164,5.305,3.628,2.524,0.215,2.524,NA,NA,NA,NA,1757,NA,NA,NA,NA
218861,Cirrhitops fasciatus,fish,ok,12568,3639,26329,37.384,27.374,0.54,33.061,15.373,-10.01,0.295,-10.01,NA,NA,NA,NA,12568,NA,NA,NA,NA
277853,Cirrhilabrus lineatus,fish,absent_in_mask,0,5014,0,NA,NA,NA,16.106,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
218857,Cirrhitichthys guichenoti,fish,absent_in_mask,0,5473,0,NA,NA,NA,24.434,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
280378,Congrogadus spinifer,fish,absent_in_mask,0,670,0,NA,NA,NA,18.633,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
126697,Conocara murrayi,fish,ok,658,570,2146,59.584,25.318,0.238,54.467,14.405,-34.266,0.195,NA,-34.266,NA,NA,NA,NA,658,NA,NA,NA
1042834,Crenimugil buchanani,fish,ok,3068,309,29653,12.757,31.065,0.327,12.108,27.947,18.308,0.093,18.308,NA,NA,NA,NA,3068,NA,NA,NA,NA
278337,Cryptocentrus maudae,fish,ok,2322,1067,8443,8.883,12.716,0.018,10.373,9.16,3.833,0.196,3.833,NA,NA,NA,NA,2322,NA,NA,NA,NA
159424,Cubiceps pauciradiatus,fish,ok,275104,10977,26601,74.336,63.44,0.427,74.515,60.657,-10.896,0.88,-17.904,5.231,NA,48.053,20.46,208223,43892,NA,1100,21889
277511,Chlorurus troschelii,fish,absent_in_mask,0,381,0,NA,NA,NA,2.527,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
212814,Chromis analis,fish,ok,2313,19824,2978,33.516,20.039,0.358,25.031,11.773,-13.478,0.092,-13.478,NA,NA,NA,NA,2313,NA,NA,NA,NA
275686,Citharichthys dinoceros,fish,ok,9034,20615,4058,69.403,55.01,0.16,62.715,49.445,-14.392,0.268,NA,-25.319,NA,45.164,-0.449,NA,5582,NA,282,3170
277841,Cirrhilabrus condei,fish,absent_in_mask,0,574,0,NA,NA,NA,7.029,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
219657,Ctenochaetus marginatus,fish,ok,1392,2032,8969,30.912,18.789,0.253,23.479,13.96,-12.123,0.112,-12.123,NA,NA,NA,NA,1392,NA,NA,NA,NA
127286,Cyclothone microdon,fish,ok,424124,22212,63288,75.053,37.984,-0.138,74.732,38.298,-37.068,0.832,-70.71,-3.55,-0.495,44.134,-2.768,218772,46229,140456,706,17961
218966,Cymolutes torquatus,fish,ok,1349,14287,5147,15.434,69.834,0.383,19.561,44.31,54.4,0.065,54.4,NA,NA,NA,NA,1349,NA,NA,NA,NA
280467,Cypho purpurascens,fish,ok,1513,17832,2276,33.822,24.32,0.376,32.847,13.216,-9.502,0.07,-9.502,NA,NA,NA,NA,1513,NA,NA,NA,NA
127425,Cyttopsis rosea,fish,ok,137921,66101,125096,84.136,58.227,-0.009,65.251,47.314,-25.909,0.419,-58.362,5.465,NA,64.479,14.47,70904,48025,0,548,18444
276725,Cirripectes vanderbilti,fish,ok,3181,3021,3471,52.355,66.121,0.189,38.978,54.093,13.767,0.329,13.767,NA,NA,NA,NA,3181,NA,NA,NA,NA
280219,Clinocottus analis,fish,ok,4471,4420,10638,49.637,85.214,0.318,28.2,45.741,35.577,0.229,36.326,NA,NA,22.825,NA,4223,NA,0,248,NA
272343,Coryphaenoides murrayi,fish,absent_in_mask,0,9771,0,NA,NA,NA,8.622,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,0,NA
1043477,Crenimugil seheli,fish,absent_in_mask,0,13706,0,NA,NA,NA,23.441,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
271746,Conger oligoporus,fish,ok,16824,7451,39854,42.661,81.287,0.258,39.905,69.083,38.625,0.262,38.625,NA,NA,NA,NA,16824,NA,NA,NA,NA
280372,Congriscus maldivensis,fish,ok,8027,15871,21655,33.711,32.066,0.542,26.197,27.405,-1.645,0.176,-1.645,NA,NA,NA,NA,8027,NA,0,0,NA
278461,Dactyloptena tiltoni,fish,absent_in_mask,0,682,0,NA,NA,NA,29.164,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
276840,Chrysiptera rollandi,fish,absent_in_mask,0,7165,0,NA,NA,NA,23.85,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
276430,Coryphopterus kuna,fish,ok,9724,1450,28942,29.238,51.351,-0.102,26.316,28.17,22.113,0.242,NA,3.983,NA,44.368,42.634,NA,5188,NA,559,3977
277559,Ctenochaetus cyanocheilus,fish,ok,2337,1338,7090,34.998,32.234,0.295,31.114,15.934,-2.764,0.217,-2.764,NA,NA,NA,NA,2337,NA,NA,NA,NA
280176,Chrionema chryseres,fish,ok,24804,15124,108526,38.048,48.537,0.402,31.42,30.632,10.488,0.167,10.488,NA,NA,NA,NA,24804,NA,0,0,NA
274198,Cynoglossus cynoglossus,fish,absent_in_mask,0,682,0,NA,NA,NA,25.059,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
274229,Cynoglossus suyeni,fish,absent_in_mask,0,628,0,NA,NA,NA,10.921,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
217545,Conger cinereus,fish,ok,16016,5834,25941,35.671,25.983,0.463,31.763,15.068,-9.688,0.335,-9.688,NA,NA,NA,NA,16016,NA,NA,NA,NA
217993,Corythoichthys schultzi,fish,ok,3714,15215,12200,31.127,20.621,0.294,32.703,12.754,-10.506,0.119,-10.506,NA,NA,NA,NA,3714,NA,NA,NA,NA
221382,Chlopsis dentatus,fish,ok,1764,22093,833,70.625,57.026,0.207,56.261,65.152,-13.598,0.071,NA,-13.279,NA,-24.349,-12.973,NA,1190,NA,65,509
218862,Cirrhitus pinnulatus,fish,ok,16225,2248,33611,34.039,22.164,0.415,32.914,11.068,-11.875,0.312,-11.875,NA,NA,NA,NA,16225,NA,NA,NA,NA
403346,Dagetichthys marginatus,fish,absent_in_mask,0,682,0,NA,NA,NA,29.31,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
280221,Clinocottus globiceps,fish,ok,12529,1700,28610,43.601,57.913,0.499,40.009,38.036,14.312,0.292,19.634,NA,12.426,7.663,NA,4591,NA,5952,1986,NA
278335,Cryptocentrus leucostictus,fish,ok,2646,15697,5479,31.041,12.56,0.174,25.925,9.218,-18.481,0.111,-18.481,NA,NA,NA,NA,2646,NA,NA,NA,NA
280435,Crocodilichthys gracilis,fish,absent_in_mask,0,11450,0,NA,NA,NA,19.716,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
126282,Chlopsis bicolor,fish,ok,4504,25846,1452,67.082,53.832,0.434,46.418,54.555,-13.249,0.142,NA,-10.219,NA,-25.395,-16.244,NA,2682,NA,292,1530
273728,Chromis fumea,fish,absent_in_mask,0,5231,0,NA,NA,NA,15.007,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
273550,Coris ballieui,fish,ok,13536,3380,32049,41.513,83.343,0.405,36.5,63.728,41.83,0.276,41.83,NA,NA,NA,NA,13536,NA,NA,NA,NA
159675,Cryptacanthodes maculatus,fish,ok,8915,46,6009,57.954,69.908,0.293,57.991,50.494,11.954,0.596,NA,13.205,NA,-2.825,NA,NA,8219,NA,696,NA
278353,Ctenogobiops tangaroai,fish,ok,3603,15085,8090,28.7,17.138,0.111,25.275,10.909,-11.563,0.135,-11.563,NA,NA,NA,NA,3603,NA,NA,NA,NA
127288,Cyclothone pallida,fish,ok,443619,17611,4070,69.201,40.364,0.606,67.153,40.038,-28.836,0.953,-48.594,-0.94,-12.788,32.81,13.703,232978,49424,137886,994,22337
218864,Cyprinocirrhites polyactis,fish,ok,3208,18274,6525,20.844,16.403,0.312,19.425,10.233,-4.441,0.115,-4.441,NA,NA,NA,NA,3208,NA,NA,0,NA
280469,Cyttomimus stelgis,fish,ok,14359,13271,78480,23.879,32.689,0.156,24.41,22.381,8.81,0.135,8.81,NA,NA,NA,NA,14359,NA,0,0,NA
274209,Cynoglossus macrolepidotus,fish,absent_in_mask,0,628,0,NA,NA,NA,10.763,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
273751,Chromis punctipinnis,fish,ok,2316,31,6134,58.151,93.777,0.213,58.35,59.755,35.626,0.273,36.291,NA,NA,21.757,NA,2210,NA,NA,106,NA
280216,Clidoderma asperrimum,fish,ok,82973,8650,84161,51.729,79.488,0.343,51.13,68.905,27.759,0.472,31.239,NA,26.615,44.91,NA,6873,NA,72648,3452,NA
276434,Coryphopterus thrix,fish,ok,18158,445,20249,47.949,61.567,0.257,47.695,50.252,13.617,0.467,NA,16.706,NA,-0.871,13.427,NA,8043,NA,1603,8512
274210,Cynoglossus macrophthalmus,fish,absent_in_mask,0,2577,0,NA,NA,NA,10.183,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
212798,Chromis opercularis,fish,ok,2865,2372,7566,22.618,21.709,0.216,19.948,13.624,-0.908,0.224,-0.908,NA,NA,NA,NA,2865,NA,NA,NA,NA
158793,Citharichthys gymnorhinus,fish,ok,7345,684,27067,53.89,81.377,0.171,50.708,76.473,27.487,0.209,NA,8.983,NA,34.661,46.891,NA,3633,NA,393,3319
280218,Clinocottus acuticeps,fish,ok,37174,4188,65719,49.795,67.499,0.34,46.772,45.083,17.704,0.347,43.999,NA,16.987,-0.998,NA,3854,NA,29013,4307,NA
273555,Coris flavovittata,fish,ok,5230,9400,747,61.727,69.038,0.359,38.829,65.605,7.312,0.34,7.312,NA,NA,NA,NA,5230,NA,NA,NA,NA
280391,Coradion chrysozonus,fish,absent_in_mask,0,4171,0,NA,NA,NA,10.045,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
219798,Crossorhombus valderostratus,fish,absent_in_mask,0,682,0,NA,NA,NA,29.31,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
276828,Chrysiptera caeruleolineata,fish,ok,204,15990,2483,14.571,17.45,0.228,14.233,16.345,2.88,0.011,2.88,NA,NA,NA,NA,204,NA,NA,NA,NA
219255,Cirripectes fuscoguttatus,fish,ok,4772,10767,23129,31.948,64.002,0.079,26.294,54.45,32.054,0.123,32.054,NA,NA,NA,NA,4772,NA,NA,NA,NA
280366,Cololabis saira,fish,ok,255040,45126,10286,47.721,32.33,0.789,42.908,31.236,-15.391,0.822,1.096,NA,-29.251,-3.649,NA,112937,NA,137905,4198,NA
273564,Coris venusta,fish,ok,3497,6365,1176,54.146,60.042,0.177,35.63,53.068,5.895,0.317,5.895,NA,NA,NA,NA,3497,NA,NA,NA,NA
158956,Coryphaenoides carapinus,fish,ok,31989,187,10285,48.188,36.621,0.645,47.939,34.788,-11.567,0.753,NA,-11.568,NA,17.15,NA,NA,31988,NA,1,NA
127235,Cottunculus microps,fish,ok,8460,8,8261,37.369,42.505,0.706,37.357,30.276,5.136,0.506,NA,5.071,NA,7.763,NA,NA,8256,NA,204,NA
280446,Cryptocentroides insignis,fish,ok,1663,1427,3691,7.567,17.157,0.023,9.661,10.915,9.59,0.245,9.59,NA,NA,NA,NA,1663,NA,NA,NA,NA
219429,Cryptocentrus strigilliceps,fish,ok,2268,8325,5273,15.321,13.702,0.155,16.929,8.087,-1.619,0.143,-1.619,NA,NA,NA,NA,2268,NA,NA,NA,NA
280350,Coelorinchus trachycarus,fish,ok,0,1793,1393,NA,NA,NA,13.196,3.822,NA,0,NA,NA,NA,NA,NA,0,NA,0,0,NA
159305,Cynoscion nothus,fish,ok,14560,5921,7237,58.461,83.19,0.456,53.941,66.821,24.729,0.525,NA,21.65,NA,25.816,26.651,NA,5244,NA,2105,7211
159285,Cyprinodon variegatus,fish,ok,25839,1917,17981,61.204,67.183,0.653,59.404,48.51,5.979,0.565,NA,2.92,NA,21.703,4.997,NA,12868,NA,3119,9852
274205,Cynoglossus joyneri,fish,absent_in_mask,0,8144,0,NA,NA,NA,6.918,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,0,NA
219856,Cynoglossus kopsii,fish,absent_in_mask,0,1802,0,NA,NA,NA,12.919,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
277992,Choeroichthys cinctus,fish,ok,1110,16614,2987,18.348,50.578,0.361,21.543,34.946,32.231,0.054,32.231,NA,NA,NA,NA,1110,NA,NA,NA,NA
276404,Dactyloscopus pectoralis,fish,absent_in_mask,0,12963,0,NA,NA,NA,21.896,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
277851,Cirrhilabrus laboutei,fish,absent_in_mask,0,5173,0,NA,NA,NA,13.933,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
127181,Coregonus sardinella,fish,ok,37487,189,28440,51.436,49.281,0.53,51.527,33.465,-2.154,0.567,NA,NA,-2.646,8.296,NA,NA,NA,35802,1685,NA
218956,Coris batuensis,fish,ok,1085,4311,816,15.54,15.338,0.316,14.467,10.378,-0.202,0.175,-0.202,NA,NA,NA,NA,1085,NA,NA,NA,NA
158954,Coryphaenoides brevibarbis,fish,ok,7523,829,17168,71.388,69.297,0.555,64.481,43.534,-2.091,0.295,NA,-2.091,NA,NA,NA,NA,7523,NA,0,NA
280396,Coralliozetus micropes,fish,absent_in_mask,0,7697,0,NA,NA,NA,23.089,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
217566,Cirrhimuraena playfairii,fish,ok,6348,13224,18779,32.694,65.079,0.36,25.572,45.625,32.385,0.166,32.385,NA,NA,NA,NA,6348,NA,NA,NA,NA
219266,Cirripectes castaneus,fish,ok,985,17824,1228,18.379,7.565,0.333,30.321,4.737,-10.814,0.049,-10.814,NA,NA,NA,NA,985,NA,NA,NA,NA
127003,Cookeolus japonicus,fish,ok,64723,6044,83538,32.415,52.629,0.386,30.632,31.794,20.215,0.419,-1.898,43.837,NA,42.748,25.788,27654,20845,NA,1691,14533
277502,Citharoides macrolepidotus,fish,absent_in_mask,0,682,0,NA,NA,NA,29.018,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
217546,Conger wilsoni,fish,absent_in_mask,0,4225,0,NA,NA,NA,5.53,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
217763,Coryphaenoides striaturus,fish,ok,2435,62598,18509,51.722,2.576,-0.126,44.022,5.305,-49.146,0.029,-49.146,NA,NA,NA,NA,2435,NA,0,0,NA
218967,Cymolutes praetextatus,fish,ok,5811,1081,38129,24.928,61.399,0.049,23.641,43.726,36.471,0.129,36.471,NA,NA,NA,NA,5811,NA,NA,NA,NA
1015682,Cryptocentrus sericus,fish,absent_in_mask,0,1665,0,NA,NA,NA,12.089,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
275702,Cyclopsetta panamensis,fish,absent_in_mask,0,5439,0,NA,NA,NA,20.443,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
278135,Cirrhitops hubbardi,fish,ok,5058,15308,11165,34.583,19.697,0.25,35.775,9.413,-14.886,0.16,-14.886,NA,NA,NA,NA,5058,NA,NA,NA,NA
126417,Clupea harengus,fish,ok,14307,1264,3101,65.191,73.234,0.788,63.332,64.317,8.043,0.766,NA,5.659,NA,29.007,NA,NA,12846,NA,1461,NA
126698,Conocara salmoneum,fish,ok,71213,106989,36057,64.544,32.455,-0.171,50.636,34.508,-32.089,0.332,-7.112,-46.075,NA,20.2,-55.217,27906,33315,0,1,9991
278368,Dactylopus dactylopus,fish,absent_in_mask,0,2429,0,NA,NA,NA,10.804,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
277268,Choerodon fasciatus,fish,absent_in_mask,0,5073,0,NA,NA,NA,14.345,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
273727,Chromis flavomaculata,fish,absent_in_mask,0,18964,0,NA,NA,NA,26.412,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
